Postcode,Raised Date,Flooding Cause,Location Of Flooding
PL22 0,2021-04-29,Blockage - Paper rag,Garden/Yard
PL27 6,2021-04-30,Blockage - Paper rag,Driveway
PL13 1,2021-04-30,Hydraulic Overload,Garden/Yard
EX16 6,2021-05-01,Blockage - Paper rag,Garden/Yard
TQ3 3,2021-05-01,Blockage - Paper rag,Garden/Yard
TR11 3,2021-05-01,Blockage - Non sewage debris,Driveway
TQ8 8,2021-05-01,Blockage - Roots,Garden/Yard
EX8 2,2021-05-03,Blockage - Paper rag,Garden/Yard
PL16 0,2021-05-03,Blockage - Fat,Garden/Yard
PL7 5,2021-05-04,Blockage - Fat,Private Carpark
TQ14 8,2021-05-05,Blockage - Non sewage debris,Garden/Yard
TR26 1,2021-05-05,Blockage - Paper rag,Garden/Yard
TR27 6,2021-05-05,Blockage - Roots,Garden/Yard
TR11 5,2021-05-05,Blockage - Paper rag,Garden/Yard
EX4 4,2021-05-05,Partial Collapse,Detached Garage/Store (& garages without internal connecting door to property)
EX31 1,2021-05-05,Blockage - Paper rag,Garden/Yard
TR16 6,2021-05-05,Blockage - Paper rag,Garden/Yard
PL25 4,2021-05-05,Blockage - Paper rag,Garden/Yard
EX7 9,2021-05-06,Blockage - Roots,Garden/Yard
PL26 8,2021-05-06,Blockage - Paper rag,Garden/Yard
TQ3 3,2021-05-06,Blockage - Paper rag,Garden/Yard
TR15 2,2021-05-07,Blockage - Non sewage debris,Garden/Yard
PL7 4,2021-05-07,Blockage - Paper rag,Driveway
TR3 6,2021-05-07,Blockage - Paper rag,Garden/Yard
EX2 6,2021-05-07,Blockage - Paper rag,Garden/Yard
EX13 5,2021-05-08,Blockage - Roots,Garden/Yard
TR11 4,2021-05-08,Hydraulic Overload,Garden/Yard
TQ6 9,2021-05-08,Blockage - Paper rag,Garden/Yard
EX20 3,2021-05-08,Blockage - Non sewage debris,Garden/Yard
TR9 6,2021-05-08,Blockage - Paper rag,Garden/Yard
TR7 3,2021-05-09,Blockage - Non sewage debris,Garden/Yard
TQ2 8,2021-05-09,Blockage - Paper rag,Garden/Yard
PL15 7,2021-05-09,Blockage - Paper rag,Driveway
EX12 2,2021-05-10,Blockage - Paper rag,Garden/Yard
EX2 6,2021-05-10,Blockage - Non sewage debris,Garden/Yard
PL23 1,2021-05-10,Blockage - Roots,Garden/Yard
EX2 6,2021-05-10,Blockage - Non sewage debris,Garden/Yard
EX20 2,2021-05-11,Blockage - Paper rag,Garden/Yard
PL24 2,2021-05-11,Blockage - Paper rag,Garden/Yard
EX13 5,2021-05-11,Blockage - Fat,Driveway
TQ7 4,2021-05-11,Hydraulic Overload,Driveway
EX4 1,2021-05-11,Blockage - Paper rag,Garden/Yard
PL3 4,2021-05-11,Blockage - Paper rag,Garden/Yard
TQ9 7,2021-05-11,Hydraulic Overload,Garden/Yard
EX16 4,2021-05-11,Blockage - Paper rag,Driveway
TR26 2,2021-05-11,Blockage - Paper rag,Garden/Yard
PL9 8,2021-05-11,Blockage - Paper rag,Garden/Yard
EX17 3,2021-05-12,Blockage - Roots,Garden/Yard
PL5 1,2021-05-12,Blockage - Paper rag,Garden/Yard
TR3 6,2021-05-12,Collapse/Burst,Garden/Yard
TQ1 2,2021-05-12,Blockage - Paper rag,Garden/Yard
TR8 4,2021-05-12,Blockage - Paper rag,Garden/Yard
TR15 3,2021-05-12,Blockage - Paper rag,Garden/Yard
EX2 7,2021-05-12,Blockage - Roots,Driveway
TR15 1,2021-05-12,Blockage - Non sewage debris,Garden/Yard
PL32 9,2021-05-12,Blockage - Paper rag,Garden/Yard
PL21 9,2021-05-12,Blockage - Non sewage debris,Garden/Yard
PL24 2,2021-05-12,Blockage - Paper rag,Garden/Yard
EX5 4,2021-05-12,Blockage - Paper rag,Driveway
TQ3 3,2021-05-12,Blockage - Paper rag,Driveway
TR15 3,2021-05-12,Blockage - Paper rag,Garden/Yard
TQ8 8,2021-05-13,Blockage - Paper rag,Garden/Yard
EX11 1,2021-05-13,Blockage - Paper rag,Garden/Yard
PL17 7,2021-05-13,Blockage - Paper rag,Garden/Yard
EX24 6,2021-05-13,Blockage - Paper rag,Garden/Yard
EX24 6,2021-05-13,Blockage - Roots,Garden/Yard
DT7 3,2021-05-13,Blockage - Roots,Garden/Yard
PL4 7,2021-05-13,Blockage - Paper rag,Garden/Yard
PL32 9,2021-05-15,Blockage - Non sewage debris,Garden/Yard
PL24 2,2021-05-15,Blockage - Paper rag,Garden/Yard
PL12 6,2021-05-15,Blockage - Roots,Garden/Yard
EX8 2,2021-05-16,Blockage - Paper rag,Garden/Yard
PL13 1,2021-05-16,Blockage - Paper rag,Garden/Yard
PL14 5,2021-05-16,Blockage - Roots,Driveway
TQ11 0,2021-05-17,Blockage - Paper rag,Garden/Yard
EX39 5,2021-05-17,Blockage - Paper rag,Driveway
EX39 3,2021-05-17,Blockage - Paper rag,Garden/Yard
EX39 4,2021-05-17,Blockage - Paper rag,Garden/Yard
PL12 4,2021-05-17,Blockage - Paper rag,Driveway
PL18 9,2021-05-17,Hydraulic Overload,Garden/Yard
TR1 1,2021-05-17,Partial Collapse,Garden/Yard
TQ12 5,2021-05-17,Blockage - Non sewage debris,Garden/Yard
PL5 2,2021-05-17,Collapse/Burst,Garden/Yard
TQ14 0,2021-05-17,Hydraulic Overload,Garden/Yard
TR14 8,2021-05-17,Blockage - Paper rag,Garden/Yard
TR27 4,2021-05-17,Blockage - Paper rag,Garden/Yard
EX6 7,2021-05-18,Partial Collapse,Driveway
PL6 6,2021-05-18,Hydraulic Overload,Garden/Yard
TR3 6,2021-05-18,Blockage - Roots,Garden/Yard
TQ7 3,2021-05-18,Blockage - Non sewage debris,Driveway
PL6 6,2021-05-18,Hydraulic Overload,Garden/Yard
TR11 2,2021-05-18,Blockage - Paper rag,Garden/Yard
TQ3 3,2021-05-19,Blockage - Roots,Garden/Yard
PL5 4,2021-05-19,Blockage - Fat,Garden/Yard
TQ5 9,2021-05-19,Blockage - Roots,Garden/Yard
PL4 7,2021-05-20,Blockage - Paper rag,Detached Garage/Store (& garages without internal connecting door to property)
PL35 0,2021-05-20,Blockage - Paper rag,Garden/Yard
PL12 6,2021-05-21,Blockage - Paper rag,Garden/Yard
TR13 8,2021-05-21,Blockage - Paper rag,Garden/Yard
TQ5 0,2021-05-21,Blockage - Paper rag,Garden/Yard
TR10 8,2021-05-21,Blockage - Paper rag,Garden/Yard
PL19 0,2021-05-22,Blockage - Fat,Driveway
PL21 0,2021-05-22,Blockage - Fat,Garden/Yard
PL3 6,2021-05-22,Blockage - Paper rag,Garden/Yard
TQ7 2,2021-05-23,Blockage - Roots,Garden/Yard
TR19 7,2021-05-23,Blockage - Non sewage debris,Garden/Yard
TR26 3,2021-05-23,Blockage - Roots,Garden/Yard
TQ7 4,2021-05-23,Hydraulic Overload,Driveway
TQ1 3,2021-05-23,Blockage - Non sewage debris,Garden/Yard
TQ7 3,2021-05-23,Hydraulic Overload,Garden/Yard
TR26 3,2021-05-23,Blockage - Roots,Garden/Yard
TR19 7,2021-05-23,Blockage - Non sewage debris,Garden/Yard
EX16 5,2021-05-24,Blockage - Paper rag,Garden/Yard
PL20 6,2021-05-24,Blockage - Paper rag,Garden/Yard
TR18 2,2021-05-24,Blockage - Paper rag,Garden/Yard
PL33 9,2021-05-24,Blockage - Paper rag,Garden/Yard
EX23 8,2021-05-24,Blockage - Paper rag,Garden/Yard
TQ14 9,2021-05-24,Blockage - Roots,Garden/Yard
TR26 3,2021-05-24,Blockage - Roots,Garden/Yard
PL9 8,2021-05-24,Blockage - Non sewage debris,Driveway
TQ14 9,2021-05-25,Blockage - Roots,Garden/Yard
TR19 7,2021-05-25,Blockage - Paper rag,Garden/Yard
TQ12 3,2021-05-25,Blockage - Paper rag,Garden/Yard
PL19 8,2021-05-25,Pump Station Breakdown,Garden/Yard
PL9 0,2021-05-25,Blockage - Paper rag,Garden/Yard
TR13 9,2021-05-25,Blockage - Paper rag,Garden/Yard
TQ7 4,2021-05-25,Hydraulic Overload,Driveway
PL26 7,2021-05-26,Blockage - Paper rag,Garden/Yard
TR15 3,2021-05-26,Blockage - Fat,Garden/Yard
TR11 5,2021-05-26,Collapse/Burst,Garden/Yard
PL31 1,2021-05-27,Blockage - Paper rag,Garden/Yard
TR2 4,2021-05-27,Blockage - Roots,Garden/Yard
TR26 2,2021-05-28,Blockage - Non sewage debris,Garden/Yard
PL11 2,2021-05-28,Blockage - Paper rag,Garden/Yard
PL23 1,2021-05-28,Blockage - Paper rag,Driveway
PL2 3,2021-05-28,Blockage - Paper rag,Garden/Yard
EX2 6,2021-05-29,Blockage - Paper rag,Driveway
TA21 0,2021-05-29,Blockage - Paper rag,Garden/Yard
PL21 0,2021-05-30,Blockage - Paper rag,Garden/Yard
PL9 0,2021-05-30,Blockage - Paper rag,Garden/Yard
PL19 9,2021-05-30,Blockage - Paper rag,Garden/Yard
PL26 6,2021-05-31,Blockage - Paper rag,Garden/Yard
TQ5 0,2021-05-31,Blockage - Paper rag,Garden/Yard
PL8 1,2021-05-31,Blockage - Roots,Garden/Yard
PL14 3,2021-05-31,Blockage - Paper rag,Garden/Yard
EX14 9,2021-05-31,Blockage - Paper rag,Garden/Yard
PL20 6,2021-06-01,Blockage - Roots,Garden/Yard
TR16 6,2021-06-01,Blockage - Paper rag,Garden/Yard
TR14 7,2021-06-01,Partial Collapse,Garden/Yard
PL14 4,2021-06-01,Blockage - Paper rag,Garden/Yard
PL17 8,2021-06-02,Blockage - Paper rag,Garden/Yard
EX34 8,2021-06-02,Blockage - Paper rag,Garden/Yard
TR27 4,2021-06-02,Blockage - Paper rag,Garden/Yard
PL5 4,2021-06-02,Blockage - Paper rag,Garden/Yard
TR14 8,2021-06-02,Blockage - Paper rag,Garden/Yard
PL3 4,2021-06-03,Hydraulic Overload,Detached Garage/Store (& garages without internal connecting door to property)
EX8 3,2021-06-03,Blockage - Paper rag,Garden/Yard
PL26 8,2021-06-03,Blockage - Non sewage debris,Garden/Yard
PL7 1,2021-06-03,Blockage - Paper rag,Garden/Yard
TR18 5,2021-06-03,Blockage - Fat,Private Carpark
EX31 4,2021-06-03,Equipment Failure,Garden/Yard
TR5 0,2021-06-04,Blockage - Paper rag,Garden/Yard
PL28 8,2021-06-04,Blockage - Paper rag,Garden/Yard
TR1 1,2021-06-04,Blockage - Paper rag,Garden/Yard
DT8 3,2021-06-04,Hydraulic Overload,Garden/Yard
TQ7 4,2021-06-05,Blockage - Paper rag,Driveway
PL9 0,2021-06-05,Blockage - Non sewage debris,Garden/Yard
PL14 5,2021-06-05,Blockage - Paper rag,Garden/Yard
PL14 5,2021-06-05,Blockage - Paper rag,Garden/Yard
EX3 0,2021-06-06,Blockage - Fat,Driveway
PL20 7,2021-06-06,Blockage - Paper rag,Garden/Yard
EX11 1,2021-06-06,Blockage - Paper rag,Garden/Yard
TQ11 0,2021-06-07,Blockage - Paper rag,Driveway
PL6 7,2021-06-07,Blockage - Roots,Driveway
PL19 9,2021-06-07,Blockage - Paper rag,Garden/Yard
PL27 7,2021-06-07,Blockage - Paper rag,Garden/Yard
TQ5 0,2021-06-07,Blockage - Paper rag,Driveway
TR10 8,2021-06-07,Partial Collapse,Garden/Yard
PL25 5,2021-06-07,Blockage - Paper rag,Garden/Yard
PL28 8,2021-06-07,Blockage - Paper rag,Garden/Yard
TQ5 0,2021-06-07,Blockage - Paper rag,Garden/Yard
PL26 8,2021-06-08,Blockage - Paper rag,Driveway
TR10 8,2021-06-08,Blockage - Paper rag,Garden/Yard
PL26 8,2021-06-08,Blockage - Paper rag,Garden/Yard
PL14 4,2021-06-08,Blockage - Paper rag,Garden/Yard
TR4 9,2021-06-08,Blockage - Roots,Driveway
PL25 5,2021-06-08,Partial Collapse,Garden/Yard
TR26 2,2021-06-08,Blockage - Paper rag,Driveway
PL7 5,2021-06-08,Blockage - Paper rag,Garden/Yard
PL1 3,2021-06-08,Blockage - Non sewage debris,Garden/Yard
PL24 2,2021-06-09,Blockage - Paper rag,Garden/Yard
TR15 3,2021-06-10,Blockage - Fat,Garden/Yard
EX34 0,2021-06-11,Blockage - Non sewage debris,Garden/Yard
EX2 8,2021-06-12,Blockage - Paper rag,Driveway
PL25 3,2021-06-12,Blockage - Paper rag,Garden/Yard
EX12 3,2021-06-13,Blockage - Non sewage debris,Garden/Yard
PL25 3,2021-06-13,Blockage - Paper rag,Garden/Yard
EX16 8,2021-06-13,Blockage - Paper rag,Garden/Yard
EX20 3,2021-06-14,Blockage - Paper rag,Garden/Yard
PL3 4,2021-06-14,Blockage - Paper rag,Garden/Yard
TQ7 4,2021-06-14,Blockage - Non sewage debris,Garden/Yard
TR15 3,2021-06-14,Blockage - Fat,Garden/Yard
TR18 5,2021-06-14,Blockage - Paper rag,Private Carpark
PL24 2,2021-06-15,Blockage - Paper rag,Garden/Yard
TQ14 8,2021-06-15,Blockage - Fat,Garden/Yard
PL6 8,2021-06-16,Blockage - Paper rag,Garden/Yard
TQ3 2,2021-06-16,Partial Collapse,Driveway
PL15 9,2021-06-16,Blockage - Roots,Garden/Yard
EX2 8,2021-06-16,Blockage - Paper rag,Garden/Yard
PL6 8,2021-06-16,Blockage - Paper rag,Garden/Yard
PL14 4,2021-06-17,Blockage - Non sewage debris,Garden/Yard
DT7 3,2021-06-18,Blockage - Roots,Driveway
PL23 1,2021-06-18,Blockage - Paper rag,Garden/Yard
PL23 1,2021-06-18,Blockage - Paper rag,Garden/Yard
PL19 8,2021-06-19,Blockage - Paper rag,Garden/Yard
PL20 7,2021-06-19,Blockage - Paper rag,Garden/Yard
TQ2 7,2021-06-19,Blockage - Paper rag,Garden/Yard
EX1 3,2021-06-20,Blockage - Paper rag,Garden/Yard
PL14 4,2021-06-21,Blockage - Roots,Garden/Yard
PL3 4,2021-06-21,Collapse/Burst,Detached Garage/Store (& garages without internal connecting door to property)
PL30 4,2021-06-21,Partial Collapse,Garden/Yard
PL29 3,2021-06-21,Blockage - Paper rag,Garden/Yard
EX2 9,2021-06-21,Blockage - Fat,Garden/Yard
EX2 9,2021-06-21,Blockage - Fat,Garden/Yard
TQ14 9,2021-06-21,Blockage - Paper rag,Garden/Yard
PL14 3,2021-06-21,Blockage - Paper rag,Garden/Yard
TR27 5,2021-06-22,Blockage - Roots,Garden/Yard
,2021-06-22,Blockage - Paper rag,Garden/Yard
PL14 6,2021-06-23,Blockage - Paper rag,Garden/Yard
TR2 5,2021-06-23,Blockage - Paper rag,Garden/Yard
EX11 1,2021-06-23,Blockage - Paper rag,Garden/Yard
TR2 5,2021-06-23,Blockage - Paper rag,Garden/Yard
TR2 5,2021-06-23,Blockage - Paper rag,Garden/Yard
TR6 0,2021-06-24,Blockage - Paper rag,Garden/Yard
EX34 8,2021-06-25,Partial Collapse,Garden/Yard
TQ12 3,2021-06-25,Blockage - Roots,Garden/Yard
TQ7 1,2021-06-27,Hydraulic Overload,Garden/Yard
PL19 9,2021-06-27,Blockage - Roots,Detached Garage/Store (& garages without internal connecting door to property)
TQ12 3,2021-06-27,Blockage - Roots,Garden/Yard
TR1 3,2021-06-27,Blockage - Paper rag,Garden/Yard
EX9 6,2021-06-27,Hydraulic Overload,Garden/Yard
TQ2 7,2021-06-27,Blockage - Roots,Garden/Yard
EX8 2,2021-06-27,Blockage - Non sewage debris,Garden/Yard
TQ2 7,2021-06-27,Blockage - Roots,Garden/Yard
TR5 0,2021-06-28,Blockage - Non sewage debris,Driveway
TQ5 8,2021-06-28,Hydraulic Overload,Garden/Yard
PL7 4,2021-06-28,Blockage - Paper rag,Garden/Yard
PL3 5,2021-06-28,Blockage - Fat,Driveway
TQ14 9,2021-06-28,Hydraulic Overload,Detached Garage/Store (& garages without internal connecting door to property)
PL31 1,2021-06-28,Blockage - Paper rag,Garden/Yard
TQ2 6,2021-06-28,Blockage - Non sewage debris,Garden/Yard
TQ2 7,2021-06-28,Blockage - Silt,Garden/Yard
EX39 3,2021-06-28,Blockage - Paper rag,Garden/Yard
PL3 4,2021-06-28,Collapse/Burst,Detached Garage/Store (& garages without internal connecting door to property)
PL4 7,2021-06-28,Blockage - Paper rag,Garden/Yard
EX4 1,2021-06-28,Blockage - Non sewage debris,Garden/Yard
TR2 4,2021-06-28,Blockage - Paper rag,Garden/Yard
TQ12 5,2021-06-28,Hydraulic Overload,Detached Garage/Store (& garages without internal connecting door to property)
TQ4 5,2021-06-28,Hydraulic Overload,Garden/Yard
TQ2 6,2021-06-28,Suspected Hydraulic Overload,Garden/Yard
PL30 5,2021-06-28,Partial Collapse,Driveway
TQ12 4,2021-06-28,Hydraulic Overload,Detached Garage/Store (& garages without internal connecting door to property)
TR15 1,2021-06-28,Blockage - Fat,Garden/Yard
TR27 4,2021-06-28,Blockage - Non sewage debris,Garden/Yard
TQ12 4,2021-06-28,Hydraulic Overload,Garden/Yard
TQ12 4,2021-06-28,Hydraulic Overload,Garden/Yard
PL25 3,2021-06-29,Blockage - Roots,Garden/Yard
PL15 7,2021-06-29,Blockage - Paper rag,Garden/Yard
EX15 1,2021-06-29,Blockage - Paper rag,Garden/Yard
PL25 3,2021-06-29,Blockage - Paper rag,Garden/Yard
TQ12 5,2021-06-29,Blockage - Roots,Garden/Yard
PL2 2,2021-06-29,Blockage - Paper rag,Garden/Yard
EX15 1,2021-06-29,Blockage - Paper rag,Garden/Yard
TR8 4,2021-06-30,Blockage - Fat,Driveway
PL7 2,2021-06-30,Blockage - Fat,Garden/Yard
TR18 3,2021-06-30,Blockage - Paper rag,Garden/Yard
PL20 6,2021-06-30,Hydraulic Overload,Garden/Yard
TR3 6,2021-06-30,Blockage - Paper rag,Garden/Yard
TQ12 6,2021-06-30,Blockage - Non sewage debris,Garden/Yard
TQ4 6,2021-06-30,Blockage - Non sewage debris,Driveway
TQ2 7,2021-06-30,Hydraulic Overload,Garden/Yard
TR18 3,2021-06-30,Blockage - Paper rag,Garden/Yard
TQ12 6,2021-06-30,Blockage - Paper rag,Garden/Yard
PL26 7,2021-07-01,Blockage - Paper rag,Garden/Yard
EX4 5,2021-07-01,Blockage - Paper rag,Garden/Yard
EX4 2,2021-07-02,Blockage - Roots,Garden/Yard
PL21 9,2021-07-03,Blockage - Paper rag,Garden/Yard
PL12 6,2021-07-03,Blockage - Roots,Garden/Yard
TR11 2,2021-07-03,Blockage - Paper rag,Private Carpark
PL7 4,2021-07-04,Hydraulic Overload,Garden/Yard
PL4 0,2021-07-04,Hydraulic Overload,Garden/Yard
PL6 7,2021-07-04,Hydraulic Overload,Garden/Yard
PL2 3,2021-07-04,Blockage - Silt,Garden/Yard
TR14 7,2021-07-04,Blockage - Fat,Private Carpark
EX14 2,2021-07-04,Blockage - Paper rag,Garden/Yard
PL3 4,2021-07-05,Collapse/Burst,Detached Garage/Store (& garages without internal connecting door to property)
PL7 4,2021-07-05,Hydraulic Overload,Private Carpark
PL32 9,2021-07-05,Blockage - Paper rag,Garden/Yard
TR2 5,2021-07-05,Blockage - Roots,Garden/Yard
PL5 4,2021-07-05,Hydraulic Overload,Private Carpark
TR13 8,2021-07-05,Blockage - Paper rag,Garden/Yard
PL7 4,2021-07-06,Hydraulic Overload,Garden/Yard
DT7 3,2021-07-06,Blockage - Paper rag,Garden/Yard
PL31 2,2021-07-06,Partial Collapse,Garden/Yard
PL28 8,2021-07-06,Blockage - Paper rag,Garden/Yard
PL14 3,2021-07-07,Blockage - Paper rag,Garden/Yard
TR12 7,2021-07-08,Partial Collapse,Detached Garage/Store (& garages without internal connecting door to property)
EX16 4,2021-07-08,Blockage - Roots,Garden/Yard
TR11 2,2021-07-08,Blockage - Non sewage debris,Private Carpark
TQ7  1,2021-07-09,Blockage - Paper rag,Garden/Yard
PL23 1,2021-07-09,Blockage - Paper rag,Garden/Yard
PL23 1,2021-07-09,Blockage - Paper rag,Garden/Yard
PL23 1,2021-07-09,Blockage - Paper rag,Garden/Yard
PL23 1,2021-07-09,Blockage - Paper rag,Garden/Yard
TQ6 0,2021-07-10,Blockage - Non sewage debris,Garden/Yard
TR12 7,2021-07-11,Blockage - Roots,Garden/Yard
TQ7 2,2021-07-11,Blockage - Paper rag,Garden/Yard
EX4 7,2021-07-11,Blockage - Roots,Garden/Yard
PL26 6,2021-07-11,Hydraulic Overload,Garden/Yard
PL26 6,2021-07-11,Hydraulic Overload,Garden/Yard
TR10 8,2021-07-12,Blockage - Non sewage debris,Garden/Yard
PL24 2,2021-07-12,Blockage - Paper rag,Detached Garage/Store (& garages without internal connecting door to property)
PL5 4,2021-07-12,Blockage - Paper rag,Garden/Yard
TQ5 9,2021-07-12,Hydraulic Overload,Garden/Yard
EX10 9,2021-07-12,Hydraulic Overload,Garden/Yard
DT7 3,2021-07-12,Blockage - Roots,Garden/Yard
PL6 8,2021-07-12,Blockage - Paper rag,Garden/Yard
PL7 2,2021-07-13,Blockage - Roots,Garden/Yard
EX10 8,2021-07-13,Blockage - Non sewage debris,Garden/Yard
EX16 6,2021-07-13,Blockage - Paper rag,Garden/Yard
TQ5 9,2021-07-13,Hydraulic Overload,Garden/Yard
EX2 6,2021-07-13,Blockage - Non sewage debris,Garden/Yard
PL5 4,2021-07-14,Blockage - Paper rag,Garden/Yard
TQ2 6,2021-07-14,Blockage - Fat,Garden/Yard
TQ2 6,2021-07-14,Blockage - Fat,Garden/Yard
PL9 9,2021-07-15,Blockage - Paper rag,Garden/Yard
PL26 6,2021-07-15,Blockage - Non sewage debris,Private Carpark
PL6 8,2021-07-15,Blockage - Roots,Garden/Yard
PL19 9,2021-07-16,Blockage - Paper rag,Garden/Yard
TQ12 1,2021-07-16,Blockage - Paper rag,Garden/Yard
PL24 2,2021-07-16,Blockage - Paper rag,Garden/Yard
TR2 5,2021-07-17,Blockage - Paper rag,Garden/Yard
PL26 7,2021-07-17,Blockage - Paper rag,Garden/Yard
TR7 3,2021-07-17,Blockage - Paper rag,Driveway
PL31 1,2021-07-18,Blockage - Paper rag,Garden/Yard
TR14 0,2021-07-18,Blockage - Paper rag,Garden/Yard
TQ7 2,2021-07-18,Blockage - Paper rag,Driveway
TQ9 5,2021-07-18,Blockage - Roots,Garden/Yard
TQ2 6,2021-07-18,Partial Collapse,Garden/Yard
PL27 7,2021-07-19,Blockage - Roots,Garden/Yard
PL6 8,2021-07-19,Blockage - Fat,Garden/Yard
TQ2 6,2021-07-19,Blockage - Non sewage debris,Garden/Yard
TR1 3,2021-07-19,Blockage - Paper rag,Garden/Yard
TQ6 9,2021-07-19,Blockage - Fat,Garden/Yard
PL2 3,2021-07-20,Blockage - Paper rag,Garden/Yard
EX4 7,2021-07-20,Blockage - Paper rag,Garden/Yard
PL26 7,2021-07-21,Blockage - Paper rag,Garden/Yard
TQ14 9,2021-07-21,Blockage - Paper rag,Driveway
EX9 6,2021-07-21,Blockage - Roots,Detached Garage/Store (& garages without internal connecting door to property)
TR15 3,2021-07-21,Blockage - Paper rag,Garden/Yard
EX39 3,2021-07-21,Blockage - Roots,Driveway
PL26 6,2021-07-22,Blockage - Non sewage debris,Private Carpark
PL14 5,2021-07-22,Blockage - Paper rag,Garden/Yard
PL15 8,2021-07-22,Blockage - Paper rag,Garden/Yard
PL26 6,2021-07-22,Blockage - Non sewage debris,Detached Garage/Store (& garages without internal connecting door to property)
TR14 7,2021-07-22,Partial Collapse,Garden/Yard
EX34 7,2021-07-23,Blockage - Paper rag,Garden/Yard
PL4 6,2021-07-24,Blockage - Paper rag,Garden/Yard
PL9 9,2021-07-25,Blockage - Non sewage debris,Garden/Yard
PL14 4,2021-07-25,Blockage - Paper rag,Garden/Yard
PL11 3,2021-07-26,Blockage - Paper rag,Garden/Yard
TR13 9,2021-07-26,Blockage - Non sewage debris,Garden/Yard
TQ14 8,2021-07-26,Blockage - Paper rag,Garden/Yard
TQ5 9,2021-07-27,Hydraulic Overload,Garden/Yard
EX35 6,2021-07-27,Blockage - Fat,Garden/Yard
PL6 6,2021-07-27,Hydraulic Overload,Garden/Yard
TQ10 9,2021-07-27,Hydraulic Overload,Garden/Yard
EX5 5,2021-07-27,Hydraulically Overloaded Pump Station,Garden/Yard
TQ6 9,2021-07-27,Blockage - Non sewage debris,Garden/Yard
TQ14 8,2021-07-28,Blockage - Non sewage debris,Garden/Yard
EX4 6,2021-07-28,Blockage - Non sewage debris,Driveway
TR5 0,2021-07-28,Blockage - Paper rag,Garden/Yard
EX34 8,2021-07-29,Blockage - Non sewage debris,Detached Garage/Store (& garages without internal connecting door to property)
PL25 3,2021-07-29,Blockage - Paper rag,Driveway
EX8 4,2021-07-29,Blockage - Paper rag,Garden/Yard
PL24 2,2021-07-29,Blockage - Paper rag,Garden/Yard
TR4 9,2021-07-29,Blockage - Paper rag,Garden/Yard
TQ14 9,2021-07-31,Blockage - Paper rag,Driveway
TQ3 1,2021-08-01,Blockage - Non sewage debris,Driveway
TQ5 9,2021-08-01,Hydraulic Overload,Detached Garage/Store (& garages without internal connecting door to property)
TQ2 8,2021-08-02,Blockage - Paper rag,Driveway
PL31 1,2021-08-02,Blockage - Paper rag,Garden/Yard
TQ3 1,2021-08-03,Blockage - Paper rag,Garden/Yard
EX11 1,2021-08-03,Blockage - Non sewage debris,Garden/Yard
EX8 4,2021-08-03,Blockage - Paper rag,Garden/Yard
TR14 9,2021-08-03,Blockage - Non sewage debris,Garden/Yard
PL30 3,2021-08-04,Blockage - Paper rag,Garden/Yard
EX14 3,2021-08-05,Blockage - Paper rag,Driveway
EX13 5,2021-08-05,Blockage - Paper rag,Garden/Yard
PL14 5,2021-08-05,Partial Collapse,Garden/Yard
EX39 2,2021-08-05,Blockage - Paper rag,Driveway
PL17 8,2021-08-06,Blockage - Paper rag,Garden/Yard
TR14 7,2021-08-06,Blockage - Paper rag,Garden/Yard
EX39 5,2021-08-06,Blockage - Paper rag,Garden/Yard
PL26 7,2021-08-07,Partial Collapse,Garden/Yard
PL25 3,2021-08-08,Blockage - Paper rag,Driveway
TR5 0,2021-08-09,Partial Collapse,Private Carpark
TA22 9,2021-08-09,Hydraulic Overload,Garden/Yard
DT7 3,2021-08-09,Blockage - Roots,Garden/Yard
PL12 6,2021-08-10,Blockage - Non sewage debris,Garden/Yard
EX20 1,2021-08-10,Blockage - Non sewage debris,Garden/Yard
PL7 2,2021-08-11,Blockage - Paper rag,Garden/Yard
TQ12 1,2021-08-11,Blockage - Paper rag,Garden/Yard
PL21 9,2021-08-12,Blockage - Paper rag,Private Carpark
TQ12 4,2021-08-13,Blockage - Paper rag,Garden/Yard
TQ2 7,2021-08-13,Blockage - Roots,Garden/Yard
PL2 2,2021-08-13,Blockage - Non sewage debris,Garden/Yard
TR4 9,2021-08-14,Blockage - Non sewage debris,Garden/Yard
PL12 6,2021-08-14,Blockage - Paper rag,Garden/Yard
PL5 1,2021-08-15,Blockage - Paper rag,Garden/Yard
EX23 8,2021-08-15,Blockage - Paper rag,Garden/Yard
PL31 1,2021-08-15,Blockage - Paper rag,Garden/Yard
PL29 3,2021-08-16,Blockage - Paper rag,Garden/Yard
TR9 6,2021-08-16,Blockage - Paper rag,Garden/Yard
PL23 1,2021-08-16,Blockage - Roots,Garden/Yard
TQ5 8,2021-08-17,Partial Collapse,Private Carpark
TR11 3,2021-08-17,Blockage - Non sewage debris,Detached Garage/Store (& garages without internal connecting door to property)
PL15 8,2021-08-18,Blockage - Paper rag,Garden/Yard
